RowNumber,CustomerId,CreditScore,Geography,Age,FeesCharges,NumOfApplications,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1465,15661528,660,Spain,47,7121.17,1,0,1,92708.1,0
1466,15754177,723,Spain,53,829.55,2,0,1,26542.17,0
1467,15708048,653,France,34,0,1,1,0,106892.91,0
1468,15600110,587,Germany,41,428.72,1,0,0,4035.46,0
1469,15651533,565,Germany,50,54207.56,1,0,0,177805.44,1
1470,15777904,742,France,45,0,2,1,0,68831.72,0
1471,15655574,703,Germany,40,5825.5,1,1,0,114732.62,0
1472,15569423,732,Spain,41,1932.88,2,0,1,22299.27,0
1473,15718106,648,France,34,11619.48,2,0,1,197283.2,0
1474,15585067,528,Germany,68,42599.19,1,1,1,179485.96,1
1475,15633233,486,France,56,20133.99,1,1,1,118490.8,1
1476,15667134,482,France,32,10158.52,2,1,0,133292.94,0
1477,15575409,647,Germany,31,6535.2,1,0,1,107137.3,0
1478,15752342,653,Germany,54,14150.26,3,1,1,145071.33,1
1479,15741429,728,Spain,31,2273.84,2,0,1,101139.3,0
1480,15682356,665,France,37,0,2,0,1,10511.13,0
1481,15806447,702,Germany,32,13502.79,2,0,1,137916.49,0
1482,15800229,723,Germany,40,6103.1,1,1,0,193383.13,0
1483,15663441,571,Germany,40,23554.66,1,0,0,189826.96,1
1484,15775082,757,France,42,18098.71,2,1,0,143538.51,0
1485,15579706,495,France,46,13638.84,1,1,1,77677.14,1
1486,15718247,646,Spain,46,14593.31,2,1,0,183717.94,0
1487,15755722,627,France,24,3850.03,1,0,1,92180.62,0
1488,15582259,580,France,37,961.08,2,1,0,28690.9,0
1489,15716994,484,Germany,44,952.02,1,0,0,85891.02,1
1490,15586880,600,Germany,41,2258.21,2,0,1,42050.24,0
1491,15713854,583,France,37,18326.49,2,1,0,110142.34,0
1492,15780835,682,Germany,26,15422.69,1,0,1,179269.79,0
1493,15675896,636,Germany,42,25914.13,1,0,1,90558.24,1
1494,15658459,800,Spain,33,11516.5,2,0,1,162022.47,0
1495,15658057,786,Spain,44,5584.09,3,0,0,66926.83,1
1496,15801767,792,Spain,40,12241.68,2,0,1,108891.3,0
1497,15569178,618,France,18,8304.39,1,1,0,71811.9,0
1498,15746749,696,Spain,32,4439.34,2,0,1,59679.9,0
1499,15572093,653,France,24,16687.72,1,0,1,129001.3,0
1500,15713826,499,Germany,20,28556.49,1,0,0,113557.7,1
1501,15570205,698,Spain,36,17419.31,2,1,0,147758.51,0
1502,15804610,646,France,41,10566.21,2,0,1,160607.06,0
1503,15700854,473,Germany,57,16235.73,1,1,1,100015.79,1
1504,15758836,686,Spain,36,743.58,2,0,1,54478.52,0
1505,15772933,652,Spain,31,14226.74,1,1,1,141677.33,0
1506,15809006,634,France,23,4001.25,2,0,0,84077.6,0
1507,15689612,614,Spain,34,13054.11,1,0,1,106981.03,0
1508,15744614,616,France,37,6573.42,1,0,1,73551.44,0
1509,15704250,586,France,34,4159.77,2,1,0,115842.1,0
1510,15700255,821,Germany,44,14139.61,2,1,0,107013.59,0
1511,15669410,716,France,30,1615.23,2,1,0,24938.84,0
1512,15807595,539,Germany,51,6664.59,2,0,1,51113.14,0
1513,15664523,700,Germany,31,2468.09,2,1,0,33828.64,0
1514,15642833,654,France,30,10970.69,2,1,0,128875.86,0
1515,15605279,752,France,50,15718.09,4,1,1,194700.81,1
1516,15713644,732,Spain,22,825.53,2,0,1,158974.45,0
1517,15750466,792,Germany,42,24908.38,1,1,0,198182.73,0
1518,15739054,696,France,29,0,1,0,1,141404.07,0
1519,15612771,527,France,35,493.27,1,1,0,4175.68,0
1520,15732832,727,France,40,0,2,0,1,41052.82,0
1521,15713843,850,Spain,30,0,2,1,0,27937.12,0
1522,15567993,829,Spain,28,4020.78,1,0,1,79355.87,0
1523,15617603,850,Germany,30,7130.05,2,1,0,102180.27,0
1524,15738828,759,Germany,45,20533.17,1,1,0,162478.11,0
1525,15778025,704,Germany,43,0,2,0,1,194808.51,0
1526,15799479,816,Spain,33,5220.24,1,1,1,124045.65,0
1527,15684269,622,Germany,35,4690.49,1,1,1,17987.4,1
1528,15762745,652,Spain,32,16471.46,1,0,1,133653.38,0
1529,15746970,782,Spain,57,2010.93,2,1,1,25101.17,0
1530,15725024,810,Germany,33,475.51,2,1,0,33330.89,0
1531,15592116,635,France,39,58.38,2,0,1,2401.26,0
1532,15624391,628,Spain,30,18489.15,1,1,0,178361.04,0
1533,15795132,738,France,25,633.47,1,0,0,28411.23,0
1534,15612627,691,Germany,29,3083.44,2,1,0,80607.33,0
1535,15574879,634,Germany,37,690.86,2,0,1,23146.62,0
1536,15745107,790,Germany,38,3375.56,1,0,1,89893.6,0
1537,15734491,717,Spain,36,237.85,2,0,1,3173.31,0
1538,15675320,782,Spain,40,15793.31,2,1,0,123218.81,0
1539,15643824,669,France,33,4927.92,2,1,0,74588.41,0
1540,15643438,850,France,20,765.04,2,0,1,31288.77,0
1541,15721730,660,Spain,44,8665.11,2,0,0,58561.31,0
1542,15752508,639,Germany,32,9592.64,2,1,0,51117.06,0
1543,15808846,711,Germany,21,15296.34,2,1,0,164537.17,0
1544,15727251,686,France,30,4066.67,1,1,0,61977.82,0
1545,15663489,668,Germany,29,14405.99,1,1,0,193362.99,0
1546,15730639,737,France,23,5730.45,2,1,0,65057.71,0
1547,15742638,750,France,25,4226.37,2,0,1,42039.67,0
1548,15578603,545,Germany,54,21485.99,1,1,1,138192.98,1
1549,15726088,507,France,40,3378.48,1,1,0,22735.45,0
1550,15772995,531,France,30,6832.27,1,1,0,75285.47,0
1551,15765694,449,Spain,59,12810.2,1,1,1,130260.11,1
1552,15659486,616,Germany,34,2484.85,1,0,1,15034.93,0
1553,15568963,672,Germany,34,53804.7,1,1,1,175709.4,1
1554,15703820,545,France,42,22908.08,2,0,0,101069.71,1
1555,15569410,650,Germany,33,21230.82,2,0,1,153012.13,0
1556,15632256,543,France,29,9307.65,1,0,1,86173.92,0
1557,15724466,768,Germany,41,18955.22,1,0,0,197548.63,0
1558,15777639,671,Spain,23,7612.2,2,0,0,37042.8,0
1559,15802501,729,Germany,33,3140.66,2,0,1,121085.72,0
1560,15778410,416,Spain,52,24842.47,1,0,0,194113.99,1
1561,15670702,655,France,37,11640.93,2,1,0,101273.23,0
1562,15704763,478,Germany,39,37194.86,1,0,1,118711.75,1
1563,15645544,677,Germany,30,114.09,1,0,1,582.53,0
1564,15757646,601,France,35,17670.14,2,1,0,192381.21,0
1565,15701121,486,Germany,38,0,1,1,1,136507.69,1
1566,15815660,772,France,34,4432.05,1,1,0,60728.89,0
1567,15636238,628,France,40,9886.32,2,0,1,102547.56,0
1568,15770101,788,Germany,43,2543.26,2,0,1,36706.56,0
1569,15645543,642,France,34,3826.84,2,1,1,44756.25,0
1570,15596397,821,France,48,3021.42,2,0,1,132870.15,0
1571,15770525,764,Spain,28,0,2,1,0,16287.38,0
1572,15684267,651,Germany,39,13057.53,2,0,1,121945.42,0
1573,15689980,691,Germany,36,33047.39,1,1,1,131173.9,1
1574,15756471,712,Germany,27,13832.01,2,1,0,160835.3,0
1575,15721303,655,Spain,34,3682.48,1,1,0,24761.36,0
1576,15802256,533,France,28,17956,2,0,1,138526.96,0
1577,15725664,625,France,38,4592.25,1,1,0,157442.75,0
1578,15749540,634,France,36,13780.06,2,0,0,94283.09,0
1579,15701946,750,France,34,12354.24,1,0,1,97782.92,0
1580,15673342,721,France,36,5857.99,2,1,0,108790.95,0
1581,15601008,813,France,33,11917.57,2,0,0,143706.18,0
1582,15642002,464,Germany,58,1521.96,3,0,0,95277.15,1
1583,15693381,577,Spain,38,25552.92,2,1,0,152956.33,0
1584,15589380,728,Germany,40,2970.4,2,1,0,87308.18,0
1585,15603846,696,Germany,37,6568.74,3,0,0,83978.86,1
1586,15753549,632,Germany,25,374.25,1,1,0,37543.93,1
1587,15725355,536,France,43,6249,1,1,0,104889.3,0
1588,15773017,776,Spain,37,22071.15,2,1,0,149705.25,0
1589,15625641,733,Germany,74,498.64,2,1,0,16445.79,0
1590,15776467,717,Spain,35,5118.45,2,0,1,54689.16,0
1591,15777922,694,Spain,36,17853.67,2,1,1,146371.72,0
1592,15606841,830,France,38,19814.45,2,0,1,156603.7,0
1593,15757648,698,Germany,35,24611.52,1,1,1,182566.76,0
1594,15677173,628,France,37,9139.49,1,1,0,60194.05,0
1595,15764170,618,Germany,44,8977.63,1,0,0,36579.53,1
1596,15610446,707,France,51,367.98,3,0,0,5862.53,1
1597,15612776,850,Spain,39,13871.14,2,1,0,143030.09,0
1598,15794122,749,France,59,11307.22,2,0,1,62700.08,0
1599,15774931,559,France,30,12706.96,1,1,0,99017.34,0
1600,15779247,724,Spain,24,16690.28,1,0,1,187987.01,0
1601,15707078,648,France,26,12599.78,1,1,0,123454.62,0
1602,15782404,541,France,34,395.2,1,0,0,9085,0
1603,15607381,780,Germany,31,2239.59,2,0,1,53817.23,0
1604,15683471,726,France,38,3902.34,2,1,0,81617.4,0
1605,15605037,704,France,49,40310.26,1,1,1,192298.84,1
1606,15770435,696,France,50,8909.46,2,0,1,53130.41,0
1607,15592994,661,France,65,19641.69,2,0,1,190454.04,0
1608,15624068,790,France,26,9003.88,2,1,0,111906,0
1609,15595221,850,Germany,33,962.21,1,1,0,113177.95,0
1610,15583499,522,France,32,7138.81,1,1,0,46127.7,0
1611,15752816,617,France,29,1432.87,1,1,0,75585.48,0
1612,15804075,663,Germany,36,9828.7,1,1,0,63085.94,0
1613,15800517,663,Spain,32,2525.28,2,0,1,74415.2,0
1614,15712319,743,Spain,45,18491.85,2,1,0,139889.15,0
1615,15797389,675,Spain,23,889.81,1,1,0,7267.25,0
1616,15621432,663,Spain,35,0,2,1,0,186826.22,0
1617,15779390,850,Spain,31,9060.36,1,0,1,162149.07,0
1618,15711219,758,Germany,57,53672.67,1,1,1,180150.49,1
1619,15678727,765,Germany,45,8857.73,1,1,0,26163.74,1
1620,15573893,624,Germany,25,0,2,0,1,44381.06,0
1621,15740104,350,Germany,53,8818.4,3,1,1,136365,1
1622,15792649,547,Spain,31,4367.26,2,1,0,99294.22,0
1623,15605275,607,Germany,45,48432.47,1,1,1,173464.43,1
1624,15572467,543,France,37,6639.09,2,0,1,127543.81,0
1625,15738219,693,France,36,4881.38,2,0,1,52526.65,0
1626,15600710,672,France,22,4050.25,1,0,1,32589.45,0
1627,15694188,731,Spain,46,0,2,1,1,45424.13,0
1628,15583718,701,Germany,38,304.81,1,0,1,8018.49,0
1629,15802478,779,Spain,31,15709.5,2,0,1,195668,0
1630,15619343,466,France,56,38763.36,2,0,0,133167.11,1
1631,15758813,350,Germany,39,34974.51,2,0,0,123602.11,1
1632,15569209,510,Spain,34,24051.36,1,0,1,158668.87,0
1633,15788539,543,France,34,1250.1,1,0,1,9249.36,0
1634,15747222,757,Spain,35,8333.37,2,0,1,116581.1,0
1635,15769346,595,France,36,2475.85,2,0,1,44688.08,0
1636,15699634,683,France,48,651.28,2,0,1,148608.39,0
1637,15589076,607,Germany,36,52967.73,1,0,0,188670.9,1
1638,15812338,535,Spain,30,548,1,1,0,107067.37,0
1639,15758845,496,Germany,37,5224.32,1,1,1,61759.33,1
1640,15685844,556,Germany,35,19262.47,1,0,1,192776.64,0
1641,15583090,626,Spain,29,4772.36,2,0,0,46735.19,0
1642,15587581,802,Germany,33,2388.27,2,1,0,169117.74,0
1643,15711455,603,Germany,36,20868.32,1,1,0,94554.74,1
1644,15570601,730,France,47,10353.37,1,0,0,33823.5,1
1645,15690925,410,Germany,65,1810.79,1,0,0,97468.44,1
1646,15709338,592,France,29,24948.38,1,1,0,164137.36,0
1647,15575623,605,France,31,18728.97,1,0,0,148218.86,0
1648,15681956,728,France,34,1309.04,2,1,0,65257.57,0
1649,15778190,673,Spain,28,4443.83,1,1,0,178222.77,0
1650,15786852,613,Germany,38,16983.07,2,1,1,179445.28,0
1651,15726494,415,France,44,1393.51,1,0,0,65500.53,1
1652,15641183,759,Spain,25,7236.61,1,0,1,97877.92,0
1653,15636572,776,France,32,8678.4,2,1,1,105969.05,0
1654,15632575,634,France,70,11470.46,1,0,1,122996.76,0
1655,15740164,741,France,33,0,1,1,0,68087.15,0
1656,15574947,699,France,36,561.39,2,0,1,21478.36,0
1657,15597909,708,Germany,33,6418.51,1,0,1,158437.73,0
1658,15782574,682,Spain,33,1836,2,1,0,76551.7,0
1659,15706593,850,Spain,50,1986.9,2,0,1,33741.84,0
1660,15766686,669,Germany,39,1662.31,1,0,1,20652.69,0
1661,15590268,621,Spain,35,15664.63,1,0,1,112781.5,0
1662,15763055,613,Spain,31,941.94,1,0,1,119996.95,0
1663,15664754,522,Germany,39,625.07,4,1,1,6981.43,1
1664,15643630,761,Spain,55,41040.44,2,1,1,185211.28,1
1665,15641043,669,Spain,35,7318.03,2,1,0,78436.36,0
1666,15753079,625,France,41,15496.01,3,0,1,151256.22,0
1667,15811314,614,Germany,36,2503.65,2,1,0,136329.96,0
1668,15669922,586,Spain,36,3540.72,2,1,0,14721.8,0
1669,15707114,834,France,30,557.87,2,1,0,3430.38,0
1670,15670602,800,Germany,24,36154.24,1,0,1,160450.21,0
1671,15713479,706,France,35,229.78,2,1,0,1485.27,0
1672,15663830,578,Spain,32,2647.2,2,0,1,19720.08,0
1673,15680918,669,Spain,34,5832.24,1,1,0,139410.08,0
1674,15663921,530,France,60,17472.93,2,0,1,163691.48,0
1675,15716324,692,France,23,7748.12,1,1,0,115147.33,0
1676,15796969,734,France,33,9991.74,2,0,1,74945.11,0
1677,15574783,658,France,37,4513.32,2,1,0,180363.56,0
1678,15773487,658,Germany,31,12082.74,1,1,0,196021.73,0
1679,15802486,569,France,34,7322.12,2,0,1,125979.36,0
1680,15783398,601,Spain,49,17538.03,1,1,0,111421.77,0
1681,15649418,782,France,29,11674.28,2,1,0,115818.51,0
1682,15604588,850,Spain,38,13285.65,2,1,0,179360.76,0
1683,15735428,688,Spain,37,3158.47,2,0,1,82351.06,0
1684,15629078,797,Germany,45,58020.49,1,0,1,192744.23,1
1685,15806880,686,Spain,30,13763.38,1,0,1,113408.47,0
1686,15754999,611,France,33,5805.12,1,1,0,124641.42,0
1687,15781034,803,Spain,67,7221.97,2,1,0,54871.02,0
1688,15622017,774,Spain,33,9858.06,1,1,0,98820.09,0
1689,15705885,774,Spain,36,8631.87,2,1,0,45570.84,0
1690,15566843,568,Germany,20,8043.41,1,0,1,118825.56,0
1691,15608387,793,France,29,6584.73,2,0,1,103372.79,0
1692,15810786,678,France,67,3040.94,2,0,1,43486.73,0
1693,15626983,654,Spain,48,2023.17,2,1,0,40062.99,0
1694,15773605,675,Spain,32,3722.23,2,1,0,46175.7,0
1695,15590606,642,France,41,833.08,2,1,0,5967.09,0
1696,15576644,641,Germany,29,32190,1,1,1,122134.56,1
1697,15750264,758,Germany,30,6621.29,2,1,1,62972.13,0
1698,15741554,770,Spain,31,16785.09,1,1,0,174815.54,0
1699,15769051,537,Spain,25,25163.75,1,0,1,192841.13,0
1700,15812198,453,Germany,48,3751.01,1,0,0,33310.72,1
1701,15699772,375,Germany,40,23633.91,2,1,1,72876.43,1
1702,15744105,768,France,28,1371.68,2,1,0,50911.41,0
1703,15739858,569,France,56,37243.88,1,0,0,142400.27,1
1704,15723720,592,France,31,1253.14,2,0,1,48778.46,0
1705,15638355,543,Germany,35,38794.02,1,1,1,156361.58,1
1706,15805637,555,France,36,4831.45,3,0,0,133807.77,1
1707,15629575,618,Germany,36,53943.93,1,1,1,179128.69,1
1708,15757931,808,France,24,1402.52,2,1,0,173195.33,0
1709,15716023,725,France,31,8692.79,2,0,1,182270.88,0
1710,15647782,731,Germany,36,13468.32,2,0,1,177130.33,0
1711,15716609,463,Germany,54,3643.66,1,1,1,49954.79,1
1712,15627262,598,Germany,23,14219.55,2,1,0,120661.71,0
1713,15652693,453,Germany,45,14235.59,1,0,0,149814.68,1
1714,15586993,685,Spain,56,4902.08,2,0,1,41782.7,0
1715,15815560,666,Germany,74,292.32,1,0,1,46172.47,0
1716,15584930,731,Germany,30,440.54,2,0,1,2704.09,0
1717,15799031,548,France,39,661.21,2,1,0,6726.53,0
1718,15810457,741,Germany,33,2628.99,2,1,0,170764.08,0
1719,15697879,741,France,30,4513.74,2,1,0,45742.42,0
1720,15594902,533,France,38,18950.94,1,0,1,162304.59,0
1721,15659651,466,Germany,31,35554.72,1,1,1,118508.09,1
1722,15645956,455,Spain,44,7501.59,1,0,1,69697.74,0
1723,15737265,741,Germany,39,16611.17,1,0,1,161203.6,0
1724,15687310,791,Spain,39,21271.08,2,0,1,143752.77,0
1725,15607347,675,Germany,22,35302.56,1,1,1,121894.31,1
1726,15698321,653,Germany,34,5228.06,2,0,1,147055.87,0
1727,15657812,699,France,52,29194.12,2,0,1,172033.57,0
1728,15569187,692,Spain,35,19202.89,2,0,1,143774.06,0
1729,15681562,604,France,43,15756.68,2,0,1,139366.58,0
1730,15615456,560,Germany,37,28695.8,1,0,0,81776.84,1
1731,15589793,539,France,53,52583.9,1,0,0,190998.96,1
1732,15781884,638,Germany,27,182.77,2,1,0,4470.52,0
1733,15675190,663,France,21,15982.62,2,1,0,135851.3,0
1734,15600734,639,Spain,51,7908.06,2,1,1,172372.63,0
1735,15779176,550,Germany,58,10040.22,3,0,0,135875.51,1
1736,15605286,528,France,55,44888.69,2,0,0,128124.7,1
1737,15674922,710,France,54,39300.32,1,0,0,167023.95,1
1738,15692416,350,Spain,52,0,3,1,1,141959.11,1
1739,15771139,585,Germany,34,9822.81,2,1,0,66680.77,0
1740,15738318,774,Germany,40,4812.8,3,1,1,98640.15,1
1741,15772243,523,Germany,58,47672.27,1,0,0,142797.5,1
1742,15638463,708,Germany,48,17763.07,1,1,1,163581.67,0
1743,15598088,618,Spain,25,19810.85,2,0,1,163221.22,0
1744,15693468,499,Spain,39,0,1,1,0,12440.44,0
1745,15671930,738,France,36,12233.86,2,0,1,145551.6,0
1746,15780954,590,Spain,26,2830.58,2,0,0,30149.21,0
1747,15700174,767,Spain,30,8574.22,1,0,1,57769.2,0
1748,15635728,734,France,41,7765.61,2,1,0,156381.47,0
1749,15679283,728,France,33,4590.28,2,0,1,178123.86,0
1750,15591386,679,France,35,696.99,2,1,0,51112.8,0
1751,15694192,633,Spain,38,31564.32,2,1,0,173783.38,0
1752,15585901,621,Spain,35,16111.06,3,0,0,174770.14,1
1753,15792329,596,Germany,37,20197.16,2,0,1,172063.09,0
1754,15635597,651,France,33,9934.12,2,0,1,155294.17,0
1755,15775880,598,France,30,2117.64,2,1,1,40320.3,0
1756,15630913,573,Spain,69,12222.62,1,0,1,134260.34,0
1757,15756680,700,France,28,15613.64,1,1,0,147090.9,0
1758,15737605,568,Spain,45,18264.81,2,1,0,164741.5,0
1759,15627876,673,Spain,47,13178.78,1,0,0,63051.32,1
1760,15772601,846,Germany,41,35131.8,2,1,0,199761.29,0
1761,15758606,629,France,54,14024,1,0,0,55725.04,1
1762,15657107,432,Spain,46,323.34,1,1,1,163145.5,1
1763,15622454,731,Spain,28,3659.81,1,0,1,57992.49,0
1764,15775803,842,Spain,41,17818.56,2,0,1,193093.77,0
1765,15570859,692,Germany,36,2972.16,2,0,1,57531.14,0
1766,15748381,638,France,29,6862.22,2,0,1,77242.19,0
1767,15787189,754,Germany,60,13316.08,3,0,0,153046.16,1
1768,15666055,655,France,49,17900.51,1,1,1,63405.2,1
1769,15617648,618,France,44,7502.13,2,0,1,106564.88,0
1770,15755678,389,France,62,10854.04,2,1,1,42763.12,1
1771,15624781,681,France,34,8914.52,2,1,0,168753.34,0
1772,15567399,692,Germany,43,6170.98,1,1,0,158646.46,0
1773,15734311,672,France,27,9193.19,2,0,1,76889.79,0
1774,15657214,611,France,74,5737.57,2,1,0,51554.58,0
1775,15729970,728,Germany,29,2279.38,1,0,1,79495.01,0
1776,15725835,755,Germany,32,12993.57,2,0,0,52583.79,1
1777,15745543,710,France,39,2046.97,2,1,0,26848.25,0
1778,15727384,635,Germany,43,3131.86,1,0,0,10072.55,1
1779,15666916,667,France,43,26350.66,2,1,0,187296.78,0
1780,15732917,676,Germany,46,36585.48,1,1,1,104016.61,1
1781,15612050,623,Spain,48,23869.79,1,1,0,151310.16,0
1782,15726267,592,France,32,3395.83,2,0,1,62810.91,0
1783,15780124,841,France,74,1697.53,1,1,0,60830.38,0
1784,15742238,715,Germany,35,2378.74,2,1,0,116672.02,0
1785,15679024,562,France,32,6083.1,1,0,1,77304.49,0
1786,15715297,797,Germany,40,970.81,1,1,1,52894.01,0
1787,15633612,734,France,28,5137,1,1,0,116471.43,0
1788,15696703,707,Germany,27,11599.93,2,0,1,142367.72,0
1789,15756668,747,France,30,7566.16,1,1,0,110520.48,0
1790,15565779,651,Germany,30,17909.4,1,1,0,188258.49,0
1791,15795519,752,Germany,18,14592.01,1,0,0,197322.13,0
1792,15761477,511,Germany,24,4421.44,2,0,1,80241.14,0
1793,15633043,497,Germany,39,4371.16,1,1,1,38410.74,1
1794,15752953,648,France,45,1491.75,2,0,1,17622.82,0
1795,15603088,540,Spain,23,3729.43,2,0,1,48021.71,0
1796,15606613,609,France,59,9042.29,1,1,0,88958.49,1
1797,15635939,468,France,39,15463.79,2,0,1,116343.09,0
1798,15666043,537,France,33,7948.75,2,0,1,166102.61,0
1799,15746190,656,Spain,28,5893.87,2,0,1,104353.26,0
1800,15658716,554,Germany,37,7518.07,3,0,0,178106.34,1
1801,15679909,679,Spain,41,13870.74,2,0,1,132152.32,0
1802,15634262,717,Germany,34,1907.97,2,0,1,21521.38,0
1803,15799825,627,France,44,2768.02,2,1,0,27431.62,0
1804,15756875,786,Spain,34,7478.43,1,1,0,42143.61,0
1805,15678146,533,Germany,24,26998.08,1,0,0,106457.11,1
1806,15710743,489,France,47,12358.71,1,0,0,133831.37,1
1807,15595831,618,Germany,64,22247.8,1,0,1,164083.72,0
1808,15626684,597,France,38,17202.03,1,0,1,159207.34,0
1809,15635459,681,Germany,27,306.01,2,1,0,3674.71,0
1810,15642544,756,France,34,862.62,2,1,0,12092.03,0
1811,15566494,501,France,45,10867.98,2,0,1,77475.73,0
1812,15655238,695,France,31,4487.28,2,0,1,41291.73,0
1813,15733429,588,Germany,34,0,2,0,1,343.38,0
1814,15814536,551,France,37,7361.85,2,0,1,47432.43,0
1815,15771702,589,France,35,14063.59,2,0,1,127827.18,0
1816,15723008,665,France,45,12437.26,2,1,1,35633.15,1
1817,15797160,374,France,49,13747.03,1,1,1,182865.09,1
1818,15792222,728,France,37,18953.13,2,1,0,169386.81,0
1819,15644765,713,Germany,26,9803.57,1,0,1,149073.88,0
1820,15610686,820,France,63,58870.97,1,1,1,184107.26,1
1821,15730868,758,France,41,4774.24,2,0,1,22750.17,0
1822,15705991,480,Germany,38,1141.31,1,0,1,11950.29,0
1823,15577078,480,Germany,38,6941.49,1,0,0,152880.07,1
1824,15679550,748,France,32,13901.62,2,1,0,175252.78,0
1825,15787655,728,France,47,0,2,0,1,174303.29,0
1826,15668081,648,Spain,50,12024.95,2,0,1,80701.72,0
1827,15747980,765,Spain,38,12004.62,2,0,0,198516.2,0
1828,15710295,495,Germany,38,11795.67,2,1,0,175756.36,0
1829,15724443,723,Germany,29,3046.47,1,1,0,82824.08,0
1830,15571305,475,Germany,35,0,1,0,0,179866.01,1
1831,15569503,776,France,44,23383.46,2,1,0,159899.97,0
1832,15581840,688,France,33,5790.98,2,1,0,138504.28,0
1833,15772262,626,Germany,37,10902.42,1,1,0,127394.67,0
1834,15767794,769,France,31,4601.78,1,0,1,58961.49,0
1835,15629338,528,Germany,31,22802.14,1,0,0,103644.98,1
1836,15790379,668,Germany,28,8551.77,1,1,0,119647.7,0
1837,15750684,614,France,42,8023.36,1,1,1,28465.86,1
1838,15697214,702,Spain,36,15797.53,2,1,0,152979.14,0
1839,15726046,725,France,27,11510.03,1,0,0,126809.15,0
1840,15573309,642,Spain,48,9964.19,2,1,1,95794.98,0
1841,15805303,643,Germany,44,44764.24,1,0,0,189742.78,1
1842,15741385,727,Germany,45,25435.22,1,1,0,188574.08,0
1843,15780254,632,Germany,40,45348.35,1,0,0,183872.88,1
1844,15744843,631,Spain,34,28035.44,1,0,1,196555.32,0
1845,15815626,523,France,63,20160.45,2,1,1,112503.24,1
1846,15784736,579,France,45,3033.4,1,1,0,46864,0
1847,15813412,626,France,55,20344.44,1,0,0,65864.4,1
1848,15809143,480,Germany,32,10672.33,1,1,0,125167.92,0
1849,15617617,818,Spain,39,10720.61,2,1,0,177519.39,0
1850,15779738,624,France,24,13394.47,1,0,1,169653.32,0
1851,15668669,422,Germany,36,9040.48,1,1,1,118372.55,1
1852,15687477,670,Germany,28,1391.05,1,0,1,16481.12,0
1853,15578908,728,Spain,32,16464.07,2,1,0,138525.19,0
1854,15687658,666,France,52,2978.61,2,1,1,14608,1
1855,15615020,651,Germany,41,10995.38,2,1,0,81548.38,0
1856,15608886,717,France,33,8996.95,2,0,1,69608.48,0
